,Unnamed: 0,Instrument,Granularity,Complete,Volume,Time,Open,High,Low,Close,Gains,Loss,Avg_Gain,Avg_Loss,RSI
234,9947,EUR_USD,S5,True,6,2022-01-07T08:13:00.000000000Z,1.1303,1.1303,1.13026,1.13028,2.0000000000131E-05,0,2.20937911468373E-05,8.44495530671752E-06,72.35
235,9964,EUR_USD,S5,True,7,2022-01-07T08:13:10.000000000Z,1.13026,1.13029,1.13025,1.13029,0,4.000000000004E-05,1.76750329174698E-05,1.4755964245382E-05,54.5
236,9982,EUR_USD,S5,True,7,2022-01-07T08:13:15.000000000Z,1.1303,1.13032,1.13028,1.1303,4.000000000004E-05,0,2.21400263339839E-05,1.18047713963056E-05,65.22
237,10059,EUR_USD,S5,True,6,2022-01-07T08:13:35.000000000Z,1.13027,1.13032,1.13027,1.1303,0,2.99999999999745E-05,1.77120210671871E-05,1.54438171170394E-05,53.42
238,10094,EUR_USD,S5,True,3,2022-01-07T08:13:50.000000000Z,1.1303,1.13032,1.1303,1.1303,2.99999999999745E-05,0,2.01696168537446E-05,1.23550536936315E-05,62.01
239,10191,EUR_USD,S5,True,6,2022-01-07T08:14:15.000000000Z,1.13045,1.13047,1.13045,1.13046,0.00015,0,4.61356934829702E-05,9.88404295490521E-06,82.36
240,10258,EUR_USD,S5,True,6,2022-01-07T08:14:40.000000000Z,1.13046,1.1305,1.13046,1.13048,1.00000000000655E-05,0,3.89085547863892E-05,7.90723436392417E-06,83.11
241,10272,EUR_USD,S5,True,3,2022-01-07T08:14:45.000000000Z,1.13046,1.13048,1.13046,1.13046,0,0,3.11268438291114E-05,6.32578749113933E-06,83.11
242,10304,EUR_USD,S5,True,3,2022-01-07T08:14:55.000000000Z,1.13047,1.1305,1.13047,1.1305,1.00000000000655E-05,0,2.69014750633022E-05,5.06062999291147E-06,84.17
243,10430,EUR_USD,S5,True,3,2022-01-07T08:15:30.000000000Z,1.13048,1.1305,1.13048,1.1305,9.99999999984347E-06,0,2.35211800506105E-05,4.04850399432917E-06,85.32
244,10494,EUR_USD,S5,True,6,2022-01-07T08:15:50.000000000Z,1.13048,1.13053,1.13048,1.13052,0,0,1.88169440404884E-05,3.23880319546334E-06,85.32
245,10526,EUR_USD,S5,True,6,2022-01-07T08:16:00.000000000Z,1.13054,1.13054,1.13051,1.13052,6.0000000000171E-05,0,2.70535552324249E-05,2.59104255637067E-06,91.26
